DateTime         | Product | Slot | Amount Accepted | Balance
02-13-2022 01:13 PM | Fed Money | n/a | $33 | $33
02-13-2022 01:34 PM | Fed Money | n/a | $5 | $5
02-13-2022 01:34 PM | Crunchie | B4 | $5.0 | $5.0
02-13-2022 01:35 PM | Fed Money | n/a | $3 | $3
02-13-2022 01:35 PM | Fed Money | n/a | $3 | $3
02-13-2022 01:36 PM | Fed Money | n/a | $1 | $1
02-13-2022 01:37 PM | Fed Money | n/a | $3 | $103
02-13-2022 01:41 PM | Fed Money | n/a | $3 | $3
02-13-2022 01:50 PM | Fed Money | n/a | $5 | $5
02-13-2022 01:50 PM | Cloud Popcorn | A4 | $5.0 | $5.0
02-13-2022 01:50 PM | Dispensed Change | n/a | $1.35 | 0.00
02-13-2022 01:53 PM | Fed Money | n/a | $3 | $3
02-13-2022 02:00 PM | Fed Money | n/a | $3 | $3
02-13-2022 02:02 PM | Fed Money | n/a | $5 | $5
02-13-2022 02:02 PM | Potato Crisps | A1 | $5.0 | $5.0
02-13-2022 02:07 PM | Fed Money | n/a | $5 | $5
02-13-2022 02:08 PM | Fed Money | n/a | $5 | $5
02-13-2022 02:08 PM | Grain Waves | A3 | $5.0 | $5.0
02-13-2022 02:15 PM | Fed Money | n/a | $5 | $5
02-13-2022 05:40 PM | Fed Money | n/a | $5 | $5
02-13-2022 05:43 PM | Fed Money | n/a | $5 | $5
02-13-2022 05:45 PM | Fed Money | n/a | $5 | $5
02-13-2022 05:46 PM | Fed Money | n/a | $5 | $5
02-13-2022 05:48 PM | Fed Money | n/a | $5 | $5
02-13-2022 05:48 PM | Fed Money | n/a | $1 | $501
02-13-2022 05:54 PM | Fed Money | n/a | $1 | $1
02-13-2022 05:54 PM | Fed Money | n/a | $1 | $101
02-13-2022 05:57 PM | Fed Money | n/a | $5 | $5
02-13-2022 05:57 PM | Cloud Popcorn | A4 | $5.0 | $5.0
02-13-2022 05:57 PM | Cola | C1 | $1.35 | $1.35
02-13-2022 05:59 PM | Fed Money | n/a | $5 | $5
02-13-2022 06:01 PM | Fed Money | n/a | $5 | $5
02-13-2022 06:01 PM | Cloud Popcorn | A4 | $5.0 | $5.0
02-13-2022 06:01 PM | Dispensed Change | n/a | $1.35 | 0.00
02-13-2022 06:35 PM | Fed Money | n/a | $2 | $2
02-13-2022 06:36 PM | Crunchie | B4 | $2.0 | $2.0
02-13-2022 06:36 PM | Dispensed Change | n/a | $0.25 | 0.00
